comparaison directe	0	1.0943	2	En l'absence de données bibliographiques sur la comparaison directe des différentes stratégies thérapeutiques, les recommandations ne peuvent pas être élaborées selon un critère d'efficience2.	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
stratégies thérapeutiques	0	1.0943	2	En l'absence de données bibliographiques sur la comparaison directe des différentes stratégies thérapeutiques, les recommandations ne peuvent pas être élaborées selon un critère d'efficience2.	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
critère intermédiaire	0	1.0539	1	Pour cette recommandation, le taux d'HbA1c comme critère intermédiaire a été retenu afin de situer la place des nouvelles molécules dans la stratégie médicamenteuse en l'absence de données de morbi-mortalité pour ces molécules.	
contrôle glycémique	0	0.9995	11	La mise en place de mesures hygiéno-diététiques efficaces est un préalable nécessaire au traitement médicamenteux du contrôle glycémique.	Les femmes en âge de procréer doivent être informées de l'intérêt d'un bon contrôle glycémique avant et durant la grossesse afin d'améliorer le pronostic obstétrical.	La HAS a inscrit à son programme de travail 2009 l'élaboration de recommandations de bonne pratique sur la stratégie médicamenteuse du contrôle glycémique du diabète de type 2 en intégrant un critère d'efficience sur saisine de la Direction de la sécurité sociale (DSS) et la Caisse nationale de l'assurance maladie des travailleurs salariés (Cnamts).	La définition de nouvelles recommandations était devenue nécessaire du fait de l'apparition de nouvelles molécules (inhibiteurs de la dipeptidylpeptidase-4 et analogues du GLP-1), du retrait du marché de la rosiglitazone et du déremboursement de la pioglitazone, et de la publication des essais cliniques d'intensification du contrôle glycémique (ACCORD, ADVANCE, VADT).	L'objectif de ce travail est d'améliorer la qualité de la prise en charge des patients adultes atteints d'un diabète de type 2 ; seul le contrôle glycémique est abordé dans cette recommandation.	Cette recommandation vise à définir :  des objectifs glycémiques cibles ;  une stratégie médicamenteuse du contrôle glycémique ;  la place de l'autosurveillance glycémique.	Cette recommandation n'aborde le thème du diabète de type 2 que dans le champ du contrôle glycémique (fixation d'objectifs glycémiques, stratégie médicamenteuse et place de l'autosurveillance glycémique).	La mise en place de mesures hygiéno-diététiques efficaces est un préalable nécessaire au traitement médicamenteux du contrôle glycémique et leur application doit être poursuivie tout au long de la prise en charge.	Le schéma général de la stratégie médicamenteuse du contrôle glycémique ne peut envisager tous les cas particuliers.	La mise en place de mesures hygiéno-diététiques efficaces est un préalable nécessaire au traitement médicamenteux du contrôle glycémique et leur application doit être poursuivie tout au long de la prise en charge2.1 Patients présentant un diabète de type 2 (cas général).	Cependant, pour les personnes âgées fragiles ou malades , et si l'écart à l'objectif est faible (moins de 0,5 pour cent en valeur absolue d'HbA1c), l'absence de traitement médicamenteux du contrôle glycémique peut être envisagée, avec une surveillance de la glycémie.	
personnes âgées	1	0.995	5	Trois catégories de personnes âgées peuvent être individualisées en fonction de leur état de santé après 75 ans1 :   les personnes dites vigoureuses : en bon état de santé, indépendantes et bien intégrées socialement, c'est-à-dire autonomes d'un point de vue décisionnel et fonctionnel qui sont assimilables aux adultes plus jeunes ;   les personnes dites fragiles : à l'état de santé intermédiaire et à risque de basculer dans la catégorie des malades.	Plusieurs caractéristiques doivent être prises en compte au cours de la prise en charge des personnes âgées : altération de la fonction rénale, polymédication, risque élevé d'hypoglycémie et conséquences plus délétères de l'hypoglycémie, risque de dénutrition.	Cependant, pour les personnes âgées fragiles ou malades , et si l'écart à l'objectif est faible (moins de 0,5 pour cent en valeur absolue d'HbA1c), l'absence de traitement médicamenteux du contrôle glycémique peut être envisagée, avec une surveillance de la glycémie.	Recommandation 31 personnes âgées du fait d'une expérience clinique limitée.	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
posologie adaptée10	0	0.9943	1	Recommandation 35 30 ml min 1,73 m ; stades 4 et 5), les seules classes thérapeutiques autorisées (AMM) sont l'insuline, le répaglinide, les inhibiteurs des alphaglucosidases jusqu'à 25 ml min et les inhibiteurs de la DPP-4 à posologie adaptée10.	
seules classes	0	0.9943	1	Recommandation 35 30 ml min 1,73 m ; stades 4 et 5), les seules classes thérapeutiques autorisées (AMM) sont l'insuline, le répaglinide, les inhibiteurs des alphaglucosidases jusqu'à 25 ml min et les inhibiteurs de la DPP-4 à posologie adaptée10.	
type 2	1	0.9913	11	Pour la plupart des patients diabétiques de type 2, une cible d'HbA1c inférieure ou égale à 7 pour cent est recommandée.	La HAS a inscrit à son programme de travail 2009 l'élaboration de recommandations de bonne pratique sur la stratégie médicamenteuse du contrôle glycémique du diabète de type 2 en intégrant un critère d'efficience sur saisine de la Direction de la sécurité sociale (DSS) et la Caisse nationale de l'assurance maladie des travailleurs salariés (Cnamts).	L'objectif de ce travail est d'améliorer la qualité de la prise en charge des patients adultes atteints d'un diabète de type 2 ; seul le contrôle glycémique est abordé dans cette recommandation.	Cette recommandation n'aborde le thème du diabète de type 2 que dans le champ du contrôle glycémique (fixation d'objectifs glycémiques, stratégie médicamenteuse et place de l'autosurveillance glycémique).	Ces trois aspects majeurs de la prise en charge des patients diabétiques de type 2 sont hors du champ de cette recommandation.	Cette section aborde les objectifs glycémiques optimaux pour prévenir les risques liés à l'hyperglycémie et aux effets indésirables des traitements chez les patients diabétiques de type 2 (cas général) et dans quatre sous-populations particulières : les sujets âgés, les personnes ayant des antécédents cardio-vasculaires, les insuffisants rénaux chroniques et les femmes enceintes ou envisageant de l'être.	Le dosage de l'HbA1c doit être réalisé 4 fois par an selon le guide HAS affection de longue durée sur le diabète de type 21.1 Patients diabétiques de type 2 (cas général).	B Pour la plupart des patients diabétiques de type 2 :   une cible d'HbA1c inférieure ou égale à 7 pour cent est recommandée.	La mise en place de mesures hygiéno-diététiques efficaces est un préalable nécessaire au traitement médicamenteux du contrôle glycémique et leur application doit être poursuivie tout au long de la prise en charge2.1 Patients présentant un diabète de type 2 (cas général).	B L'ASG est recommandée chez les patients diabétiques de type 2 traités par insuline afin d'adapter les doses d'insuline et de prévenir les hypoglycémies.	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
ce document	1	0.9858	1	Ce document a été validé par le Collège de la Haute Autorité de Santé en janvier 2013 Haute Autorité de Santé – 2013.	
autosurveillance glycémique	1	0.9775	9	Elle doit être accompagnée et idéalement précédée d'une autosurveillance glycémique et doit faire l'objet d'un apprentissage.	L'autosurveillance glycémique n'est recommandée que si les résultats sont susceptibles d'entraîner une modification des mesures hygiéno-diététiques et ou du traitement médicamenteux.	La réalisation systématique de l'autosurveillance glycémique chez les patients sous antidiabétiques ne provoquant pas d'hypoglycémie n'est pas recommandée.	ASG Autosurveillance glycémique.	Cette recommandation vise à définir :  des objectifs glycémiques cibles ;  une stratégie médicamenteuse du contrôle glycémique ;  la place de l'autosurveillance glycémique.	Cette recommandation n'aborde le thème du diabète de type 2 que dans le champ du contrôle glycémique (fixation d'objectifs glycémiques, stratégie médicamenteuse et place de l'autosurveillance glycémique).	Elle doit être accompagnée et idéalement précédée d'une autosurveillance glycémique et faire l'objet d'un apprentissage.	L'instauration d'une insulinothérapie nécessite la définition d'objectifs glycémiques clairs, la réalisation d'une autosurveillance glycémique, l'adaptation des doses 7 En l'absence de données sur l'association de ces monothérapies avec des analogues du GLP-1 et d'AMM, ces associations ne peuvent pas être envisagées8 Lors de la rédaction de la recommandation, seule la sitagliptine est autorisée et remboursable par l'Assurance maladie en trithérapie9 Lors de la rédaction de la recommandation, seul l'exénatide est autorisé en association avec l'insuline, et n'est pas remboursable par l'Assurance maladie dans cette indication.	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
glycémies inférieures	0	0.9622	1	Des glycémies inférieures à 0,95 g l à jeun et 1,20 g l en post-prandial à 2 heures et un taux d'HbA1c inférieur à 6,5 pour cent, sous réserve d'être atteints sans hypoglycémie sévère, sont recommandés.	
mesures hygiéno-diététiques	0	0.9411	9	Le diabète est évolutif et le traitement doit être réévalué régulièrement dans toutes ses composantes : mesures hygiéno-diététiques, éducation thérapeutique et traitement médicamenteux.	La mise en place de mesures hygiéno-diététiques efficaces est un préalable nécessaire au traitement médicamenteux du contrôle glycémique.	L'autosurveillance glycémique n'est recommandée que si les résultats sont susceptibles d'entraîner une modification des mesures hygiéno-diététiques et ou du traitement médicamenteux.	La mise en place de mesures hygiéno-diététiques efficaces est un préalable nécessaire au traitement médicamenteux du contrôle glycémique et leur application doit être poursuivie tout au long de la prise en charge.	Recommandation 1 convient :   d'expliquer le choix de l'objectif et de s'accorder avec le patient dans le cadre d'une éducation thérapeutique ;   d'encourager la personne à atteindre et maintenir son objectif individualisé ;   de mobiliser les moyens thérapeutiques recommandés pour atteindre la cible d'HbA1c, notamment les mesures hygiéno-diététiques ;   de réévaluer l'objectif et ou les moyens :  si les effets secondaires (dont les hypoglycémies et la prise de poids) ou les efforts fournis altèrent sensiblement la qualité de vie,  si le profil clinique du patient se modifie ;   d'informer la personne ayant une HbA1c au-delà de l'objectif fixé qu'une diminution de l'HbA1c vers sa cible thérapeutique s'accompagne de bénéfices pour sa santé.	Recommandation 2b   dont le diabète est nouvellement diagnostiqué,   ET dont l'espérance de vie est supérieure à 15 ans,   ET sans antécédent cardio-vasculaire, un objectif inférieur ou égal à 6,5 pour cent est recommandé, sous réserve d'être atteint par la mise en uvre ou le renforcement des mesures hygiéno-diététiques puis, en cas d'échec, par une monothérapie orale (cfrecommandation n 16).	La mise en place de mesures hygiéno-diététiques efficaces est un préalable nécessaire au traitement médicamenteux du contrôle glycémique et leur application doit être poursuivie tout au long de la prise en charge2.1 Patients présentant un diabète de type 2 (cas général).	Recommandation 8 recommandé :   de prendre en compte l'environnement social, familial et culturel du patient (activité professionnelle, rythme des repas…) ;   de réévaluer l'application des mesures hygiéno-diététiques et de les renforcer si nécessaire.	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
complications macrovasculaires	0	0.9298	1	Recommandation 2c   avec une comorbidité grave avérée et ou une espérance de vie limitée ( 5 ans),   OU avec des complications macrovasculaires évoluées,   OU ayant une longue durée d'évolution du diabète ( 10 ans) et pour lesquels la cible de 7 pour cent s'avère difficile à atteindre car l'intensification médicamenteuse provoque des hypoglycémies sévères,.	
hypoglycémies sévères	0	0.9298	1	Recommandation 2c   avec une comorbidité grave avérée et ou une espérance de vie limitée ( 5 ans),   OU avec des complications macrovasculaires évoluées,   OU ayant une longue durée d'évolution du diabète ( 10 ans) et pour lesquels la cible de 7 pour cent s'avère difficile à atteindre car l'intensification médicamenteuse provoque des hypoglycémies sévères,.	
intensification médicamenteuse	0	0.9298	1	Recommandation 2c   avec une comorbidité grave avérée et ou une espérance de vie limitée ( 5 ans),   OU avec des complications macrovasculaires évoluées,   OU ayant une longue durée d'évolution du diabète ( 10 ans) et pour lesquels la cible de 7 pour cent s'avère difficile à atteindre car l'intensification médicamenteuse provoque des hypoglycémies sévères,.	
glycémiques clairs	0	0.8931	1	L'instauration d'une insulinothérapie nécessite la définition d'objectifs glycémiques clairs, la réalisation d'une autosurveillance glycémique, l'adaptation des doses 7 En l'absence de données sur l'association de ces monothérapies avec des analogues du GLP-1 et d'AMM, ces associations ne peuvent pas être envisagées8 Lors de la rédaction de la recommandation, seule la sitagliptine est autorisée et remboursable par l'Assurance maladie en trithérapie9 Lors de la rédaction de la recommandation, seul l'exénatide est autorisé en association avec l'insuline, et n'est pas remboursable par l'Assurance maladie dans cette indication.	
cible thérapeutique	0	0.8755	1	Recommandation 1 convient :   d'expliquer le choix de l'objectif et de s'accorder avec le patient dans le cadre d'une éducation thérapeutique ;   d'encourager la personne à atteindre et maintenir son objectif individualisé ;   de mobiliser les moyens thérapeutiques recommandés pour atteindre la cible d'HbA1c, notamment les mesures hygiéno-diététiques ;   de réévaluer l'objectif et ou les moyens :  si les effets secondaires (dont les hypoglycémies et la prise de poids) ou les efforts fournis altèrent sensiblement la qualité de vie,  si le profil clinique du patient se modifie ;   d'informer la personne ayant une HbA1c au-delà de l'objectif fixé qu'une diminution de l'HbA1c vers sa cible thérapeutique s'accompagne de bénéfices pour sa santé.	
moyens thérapeutiques	0	0.8755	1	Recommandation 1 convient :   d'expliquer le choix de l'objectif et de s'accorder avec le patient dans le cadre d'une éducation thérapeutique ;   d'encourager la personne à atteindre et maintenir son objectif individualisé ;   de mobiliser les moyens thérapeutiques recommandés pour atteindre la cible d'HbA1c, notamment les mesures hygiéno-diététiques ;   de réévaluer l'objectif et ou les moyens :  si les effets secondaires (dont les hypoglycémies et la prise de poids) ou les efforts fournis altèrent sensiblement la qualité de vie,  si le profil clinique du patient se modifie ;   d'informer la personne ayant une HbA1c au-delà de l'objectif fixé qu'une diminution de l'HbA1c vers sa cible thérapeutique s'accompagne de bénéfices pour sa santé.	
objectif individualisé	0	0.8755	1	Recommandation 1 convient :   d'expliquer le choix de l'objectif et de s'accorder avec le patient dans le cadre d'une éducation thérapeutique ;   d'encourager la personne à atteindre et maintenir son objectif individualisé ;   de mobiliser les moyens thérapeutiques recommandés pour atteindre la cible d'HbA1c, notamment les mesures hygiéno-diététiques ;   de réévaluer l'objectif et ou les moyens :  si les effets secondaires (dont les hypoglycémies et la prise de poids) ou les efforts fournis altèrent sensiblement la qualité de vie,  si le profil clinique du patient se modifie ;   d'informer la personne ayant une HbA1c au-delà de l'objectif fixé qu'une diminution de l'HbA1c vers sa cible thérapeutique s'accompagne de bénéfices pour sa santé.	
ce choix	1	0.8617	1	Ce choix explique la faible gradation de la plupart des recommandations4 Le coût journalier du traitement pharmacologique ne reflète qu'incomplètement le coût de la prise en charge.	
coût journalier	0	0.8617	1	Ce choix explique la faible gradation de la plupart des recommandations4 Le coût journalier du traitement pharmacologique ne reflète qu'incomplètement le coût de la prise en charge.	
faible gradation	0	0.8617	1	Ce choix explique la faible gradation de la plupart des recommandations4 Le coût journalier du traitement pharmacologique ne reflète qu'incomplètement le coût de la prise en charge.	
traitement pharmacologique	1	0.8617	1	Ce choix explique la faible gradation de la plupart des recommandations4 Le coût journalier du traitement pharmacologique ne reflète qu'incomplètement le coût de la prise en charge.	
monothérapie orale	0	0.838	1	Recommandation 2b   dont le diabète est nouvellement diagnostiqué,   ET dont l'espérance de vie est supérieure à 15 ans,   ET sans antécédent cardio-vasculaire, un objectif inférieur ou égal à 6,5 pour cent est recommandé, sous réserve d'être atteint par la mise en uvre ou le renforcement des mesures hygiéno-diététiques puis, en cas d'échec, par une monothérapie orale (cfrecommandation n 16).	
hypoglycémie sévère	0	0.8011	2	Des glycémies inférieures à 0,95 g l à jeun et 1,20 g l en post-prandial à 2 heures et un taux d'HbA1c inférieur à 6,5 pour cent, sous réserve d'être atteints sans hypoglycémie sévère, sont recommandés.	L'instauration d'une insuline intermédiaire ou analogue lente pourra se faire avec les règles de pratiques suivantes :   prescription d'une dose initiale faible, de 6 à 10 UI par 24 heures ;   mise en place d'une autosurveillance glycémique pour la prévention des hypoglycémies et l'adaptation des doses d'insuline (au moins 2 mesures glycémiques capillaires par jour à l'initiation de l'insulinothérapie : au coucher pour prévenir les hypoglycémies et au réveil pour suivre l'objectif) ;   définition d'un objectif pour la glycémie à jeun au réveil selon l'objectif d'HbA1c du patient (cfannexe 5 de l'argumentaire scientifique) ;   adaptation des doses d'insuline tous les 3 jours en fonction des glycémies au réveil et de l'objectif fixé ; la dose peut être augmentée ou réduite de 1 ou 2 UI ;   réévaluation du traitement (ADO et ou insuline) en cas d'hypoglycémies fréquentes ou d'une hypoglycémie sévère ;   recours éventuel à un(e) infirmier(ère) pour réaliser l'insulinothérapie (adaptation des doses selon la prescription…).	
balance bénéfice	1	0.7658	1	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
comparaisons directes	0	0.7658	1	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
critères finaux	0	0.7658	1	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
critères inadaptés	0	0.7658	1	L'analyse de la littérature a souligné le faible niveau de preuve des données (effectif faible, suivi insuffisant, critères inadaptés) concernant :   la validation du taux d'HbA1c comme critère de substitution à des critères finaux de morbi-mortalité dans le diabète de type 2 ;   l'effet des différents traitements sur la morbi-mortalité du diabète de type 2 (micro-angiopathie, événement cardio-vasculaire, mortalité liée au diabète) ;   la balance bénéfice risque des différents médicaments antidiabétiques en comparaison directe (en particulier inhibiteurs DPP-4 vs sulfamides) ;   des comparaisons directes entre les différentes stratégies, en particulier une stratégie classique (schéma metformine puis sulfamide puis insuline) vs une stratégie visant à limiter les hypoglycémies et la prise de poids (metformine puis inhibiteurs DPP-4 puis analogues du GLP-1), éventuellement en fonction du profil des patients ;   des données dans les sous-groupes de patients diabétiques tels que les personnes âgées, les patients atteints de comorbidités, les femmes enceintes ;   la modélisation de l'efficience :  de différentes stratégies thérapeutiques, dont les mesures hygiéno-diététiques,  pour certaines populations, dont les patients nouvellement diagnostiqués et les patients pour lesquels certains traitements sont contre-indiqués ;   la mesure de la qualité de vie associée aux hypoglycémies11, à la prise de poids et au traitement par insuline afin d'estimer la pondération de la durée de vie liée à ces états de santé dans une étude d'efficience.	
