1.2 diagnostic	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
1.2 diagnostic différentiel	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
perte de relations	0	-9.223372036854776E14	1	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	
perte de relations personnelles	1	-9.223372036854776E14	1	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	
perte de relations personnelles significatives	1	-9.223372036854776E14	1	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	
perte importante	0	-9.223372036854776E14	5	Bien que ces symptômes puissent être compréhensibles ou jugés appropriés en regard de la perte, la présence d un épisode dépressif caractérisé, en plus de la réponse normale à une perte importante, doit être considérée attentivement.	Bien que ces symptômes puissent être compréhensibles ou jugés appropriés en regard de la perte, la présence d un épisode dépressif caractérisé, en plus de la réponse normale à une perte importante, doit être considérée attentivement.	Bien que ces symptômes puissent être compréhensibles ou jugés appropriés en regard de la perte, la présence d un épisode dépressif caractérisé, en plus de la réponse normale à une perte importante, doit être considérée attentivement.	Bien que ces symptômes puissent être compréhensibles ou jugés appropriés en regard de la perte, la présence d un épisode dépressif caractérisé, en plus de la réponse normale à une perte importante, doit être considérée attentivement.	Bien que ces symptômes puissent être compréhensibles ou jugés appropriés en regard de la perte, la présence d un épisode dépressif caractérisé, en plus de la réponse normale à une perte importante, doit être considérée attentivement.	
perte récente	1	-9.223372036854776E14	1	Facteurs psychosociaux Antécédents Caractéristiques cliniques   Solitude, isolement, précarité   Sexe masculin   Personne âgée ou jeune âge ( 30 ans)   Perte récente (décès, divorce, métier, situation sociale)   Autres facteurs de stress   Appartenance à une minorité sexuelle   Absence de facteurs protecteurs, manque de soutiens   Certaines professions (cumulant les risques psychosociaux et l accès à des moyens létaux)   Actes impulsifs et ou de violence   Tentative de suicide, d automutilation   Antécédent familial de suicide ou de pathologie mentale   Impulsivité   Dépression sévère   Désespoir, absence de désir de continuer   Douleur psychique   Psychose   Troubles de la personnalité   Anxiété sévère, agitation, attaque de panique   Baisse de l estime de soi   Abus de substances psychoactives, ou sevrage   Maladie somatique invalidante associée, présence de symptômes physiques (douleur chronique, insomnie, limitation fonctionnelle).	
perte significative	1	-9.223372036854776E14	1	L état de deuil est une réaction d adaptation à une perte significative qui ne doit pas être considéré comme un état pathologique.	
pertinentes et utiles	0	-9.223372036854776E14	1	L absence de gradation ne signifie pas que les recommandations ne sont pas pertinentes et utiles.	
phase	1	-9.223372036854776E14	1	La prise en charge d un épisode dépressif caractérisé comporte deux phases :   la phase aiguë (traitement d attaque), dont l objectif est la rémission complète des symptômes ;   la phase de consolidation, dont l objectif est de prévenir la rechute de l épisode.	
phase aiguë	1	-9.223372036854776E14	1	La prise en charge d un épisode dépressif caractérisé comporte deux phases :   la phase aiguë (traitement d attaque), dont l objectif est la rémission complète des symptômes ;   la phase de consolidation, dont l objectif est de prévenir la rechute de l épisode.	
phase de consolidation	1	-9.223372036854776E14	1	La prise en charge d un épisode dépressif caractérisé comporte deux phases :   la phase aiguë (traitement d attaque), dont l objectif est la rémission complète des symptômes ;   la phase de consolidation, dont l objectif est de prévenir la rechute de l épisode.	
phases	0	-9.223372036854776E14	1	La prise en charge d un épisode dépressif caractérisé comporte deux phases :   la phase aiguë (traitement d attaque), dont l objectif est la rémission complète des symptômes ;   la phase de consolidation, dont l objectif est de prévenir la rechute de l épisode.	
phq	0	-9.223372036854776E14	2	Les outils d évaluation standardisés sont des aides au diagnostic qui doivent être soumis au jugement du clinicien, notamment (cfannexe 2)6 :   PHQ-2 ou PHQ-9 : le PHQ est un auto-questionnaire qui a l avantage de disposer de deux formes, PHQ-2 et PHQ-9.	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	
phq-2	0	-9.223372036854776E14	2	Les outils d évaluation standardisés sont des aides au diagnostic qui doivent être soumis au jugement du clinicien, notamment (cfannexe 2)6 :   PHQ-2 ou PHQ-9 : le PHQ est un auto-questionnaire qui a l avantage de disposer de deux formes, PHQ-2 et PHQ-9.	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	
phq-2 ou phq-9	0	-9.223372036854776E14	1	Les outils d évaluation standardisés sont des aides au diagnostic qui doivent être soumis au jugement du clinicien, notamment (cfannexe 2)6 :   PHQ-2 ou PHQ-9 : le PHQ est un auto-questionnaire qui a l avantage de disposer de deux formes, PHQ-2 et PHQ-9.	
phq-9	0	-9.223372036854776E14	2	Les outils d évaluation standardisés sont des aides au diagnostic qui doivent être soumis au jugement du clinicien, notamment (cfannexe 2)6 :   PHQ-2 ou PHQ-9 : le PHQ est un auto-questionnaire qui a l avantage de disposer de deux formes, PHQ-2 et PHQ-9.	Si le score du PHQ-2 est 2, il peut être complété par le PHQ-9 pour en améliorer la spécificité ;   BDI-II (Beck Depression Inventory) chez l adulte : le BDI-II est un auto-questionnaire qui peut être une aide pour identifier un épisode dépressif caractérisé ;   HADS : l échelle Hospital and Anxiety Depression Scale peut présenter un intérêt chez les patients qui ont des comorbidités somatiques ;   HDRS : l utilisation d une échelle comme l Hamilton Depression Rating Scale peut, de par sa répétition dans le temps, être envisagée comme outil de réévaluation ;   GDS-15 : chez le sujet âgé, le GDS-15 est une échelle utilisée malgré son faible niveau de preuve.	
physique régulière	1	-9.223372036854776E14	1	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	
physiques ou cognitives	1	-9.223372036854776E14	1	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	
physiques ou psychologiques	1	-9.223372036854776E14	1	En cas de suspicion d épisode dépressif caractérisé, il est recommandé de rechercher les antécédents suivants lors du bilan initial :   les antécédents psychiatriques (les antécédents de tentatives de suicide, les antécédents des épisodes maniaques ou hypomaniaques, ou les antécédents d EDC antérieurs) ;   une addiction ou un sevrage à l alcool, au tabac, aux hypnotiques et aux anxiolytiques, aux substances psychoactives, qui peuvent mimer ou induire la dépression ;   les antécédents médicaux et chirurgicaux ;   les antécédents d hospitalisation ;   les antécédents de maltraitance (verbale, physique, psychique et sexuelle) ou traumatismes physiques ou psychologiques ;   les antécédents personnels incluant :  les antécédents de fonctionnement social du patient et de soutien social,  les antécédents professionnels,  le développement psychologique,  les réponses du patient aux événements importants de la vie ;   les traitements médicamenteux, y compris les médicaments en vente libre, les produits de phytothérapie.	
phytothérapie	1	-9.223372036854776E14	1	En cas de suspicion d épisode dépressif caractérisé, il est recommandé de rechercher les antécédents suivants lors du bilan initial :   les antécédents psychiatriques (les antécédents de tentatives de suicide, les antécédents des épisodes maniaques ou hypomaniaques, ou les antécédents d EDC antérieurs) ;   une addiction ou un sevrage à l alcool, au tabac, aux hypnotiques et aux anxiolytiques, aux substances psychoactives, qui peuvent mimer ou induire la dépression ;   les antécédents médicaux et chirurgicaux ;   les antécédents d hospitalisation ;   les antécédents de maltraitance (verbale, physique, psychique et sexuelle) ou traumatismes physiques ou psychologiques ;   les antécédents personnels incluant :  les antécédents de fonctionnement social du patient et de soutien social,  les antécédents professionnels,  le développement psychologique,  les réponses du patient aux événements importants de la vie ;   les traitements médicamenteux, y compris les médicaments en vente libre, les produits de phytothérapie.	
place	0	-9.223372036854776E14	4	Les objectifs d amélioration de la pratique sont :   mieux identifier les patients atteints d un épisode dépressif caractérisé isolé1 ;   prévenir le risque suicidaire et obtenir un impact positif sur les souffrances psychiques des patients ayant un épisode dépressif caractérisé ;   améliorer la qualité de vie et le handicap des patients atteints d un épisode dépressif caractérisé au travers de stratégies de prise en charge qui précisent la place des différents moyens thérapeutiques.	Il convient également de :   établir les ressources et les soutiens d aides disponibles pour le patient ;   évaluer le fonctionnement socio-professionnel, personnel et familial ; les conditions de vie, le degré d isolement social et familial ; le contexte culturel des patients ;   évaluer les incapacités professionnelles, sociales et familiales : une décision d arrêt de travail, ou d aménagement des horaires de travail, la mise en place d aides sociales, dépendent de cette évaluation ;   recueillir si nécessaire les informations complémentaires auprès de l entourage avec l'accord du patient1.3.2 Outils d aide au diagnostic.	En cas de risque suicidaire, le clinicien doit s assurer de mettre en place l aide adéquate correspondant au degré de risque suicidaire.	Un traitement non médicamenteux (psychothérapie) doit être privilégié, s il peut être mis en place de manière efficace et continue12.	
place de manière	0	-9.223372036854776E14	1	Un traitement non médicamenteux (psychothérapie) doit être privilégié, s il peut être mis en place de manière efficace et continue12.	
place de manière efficace	1	-9.223372036854776E14	1	Un traitement non médicamenteux (psychothérapie) doit être privilégié, s il peut être mis en place de manière efficace et continue12.	
place des différents	0	-9.223372036854776E14	1	Les objectifs d amélioration de la pratique sont :   mieux identifier les patients atteints d un épisode dépressif caractérisé isolé1 ;   prévenir le risque suicidaire et obtenir un impact positif sur les souffrances psychiques des patients ayant un épisode dépressif caractérisé ;   améliorer la qualité de vie et le handicap des patients atteints d un épisode dépressif caractérisé au travers de stratégies de prise en charge qui précisent la place des différents moyens thérapeutiques.	
place des différents moyens	0	-9.223372036854776E14	1	Les objectifs d amélioration de la pratique sont :   mieux identifier les patients atteints d un épisode dépressif caractérisé isolé1 ;   prévenir le risque suicidaire et obtenir un impact positif sur les souffrances psychiques des patients ayant un épisode dépressif caractérisé ;   améliorer la qualité de vie et le handicap des patients atteints d un épisode dépressif caractérisé au travers de stratégies de prise en charge qui précisent la place des différents moyens thérapeutiques.	
plaintes	0	-9.223372036854776E14	1	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	
plaintes fonctionnelles	1	-9.223372036854776E14	1	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	
plaintes fonctionnelles diverses	1	-9.223372036854776E14	1	Pour le bilan initial de l épisode dépressif caractérisé, il est recommandé de rechercher les éléments suivants :   le risque suicidaire ;   un trouble psychiatrique associé, notamment parmi les troubles anxieux ; une auto ou hétéro-agressivité ;   une diminution des fonctions sensorielles, physiques ou cognitives (notamment pour les patients âgés ou ayant subi un traumatisme crânien) ;   l existence de maltraitance actuelle physique, psychique, verbale ou sexuelle ;   des expressions somatiques des états dépressifs (ex: algies et plaintes fonctionnelles diverses et répétées) ;   des troubles de la sexualité ;   des facteurs de risques psycho-sociaux :  un deuil récent, la perte de relations personnelles significatives, de systèmes de soutien ou d un statut économique, une souffrance liée au travail, des problèmes de logement, de chômage, d instabilité financière, une situation de précarité, etc.,  un rôle prolongé en tant qu aidant pour un membre de sa famille ayant une maladie chronique invalidante.	
plaisantes2.3 stratégie	0	-9.223372036854776E14	1	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	
plaisantes2.3 stratégie de prise	1	-9.223372036854776E14	1	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.	
planification	0	-9.223372036854776E14	1	Le patient en crise :   est décidé : sa planification est claire et le passage à l acte est prévu pour les jours qui viennent ;   est coupé de ses émotions : il rationalise sa décision ou est très émotif, agité, troublé ;   se sent complètement immobilisé par la dépression ou dans un état de grande agitation ;   a une douleur et une expression de la souffrance omniprésentes ou complètement tues ;   a un accès direct et immédiat à un moyen de se suicider ;   a le sentiment d avoir tout fait et tout essayé ;   est très isolé8 Cf.	
plans	0	-9.223372036854776E14	2	Il est recommandé, devant un risque suicidaire, de :   fixer un rendez-vous proche pour une nouvelle consultation ;   limiter l accès aux moyens létaux envisagés par le patient ;   évaluer si la personne dispose d une aide sociale adéquate et fiable (identifier la personne soutien) ;   conseiller à la personne de chercher de l aide si la situation se détériore ;   transmettre à la personne suicidaire les coordonnées des ressources locales qui pourraient lui venir en aide et l accompagner ;   avec l accord de la personne suicidaire, communiquer avec la famille ou les proches pour s assurer qu ils savent où trouver rapidement de l aide en cas de besoin ;   conseiller à la famille et les aidants du patient d être vigilants vis-à-vis de :  une modification de l humeur,  la présence de pensées négatives,  le désespoir,  des idées et des plans suicidaires ;   prendre en compte la toxicité d un surdosage volontaire des médicaments prescrits.	Si besoin, limiter la quantité de médicament disponible ;   tenir compte du risque pour les autres, en particulier du risque de négligence et de violence envers les personnes à charge et l entourage (s enquérir d antécédents de violence, d idées, de plans et d intentions d homicide).	
plans suicidaires	0	-9.223372036854776E14	1	Il est recommandé, devant un risque suicidaire, de :   fixer un rendez-vous proche pour une nouvelle consultation ;   limiter l accès aux moyens létaux envisagés par le patient ;   évaluer si la personne dispose d une aide sociale adéquate et fiable (identifier la personne soutien) ;   conseiller à la personne de chercher de l aide si la situation se détériore ;   transmettre à la personne suicidaire les coordonnées des ressources locales qui pourraient lui venir en aide et l accompagner ;   avec l accord de la personne suicidaire, communiquer avec la famille ou les proches pour s assurer qu ils savent où trouver rapidement de l aide en cas de besoin ;   conseiller à la famille et les aidants du patient d être vigilants vis-à-vis de :  une modification de l humeur,  la présence de pensées négatives,  le désespoir,  des idées et des plans suicidaires ;   prendre en compte la toxicité d un surdosage volontaire des médicaments prescrits.	
pleine conscience	1	-9.223372036854776E14	1	Le soutien psychothérapique propre à la relation de soins est une composante fondamentale du traitement de la dépression et cet accompagnement améliore l adhésion au traitement médicamenteux10 La thérapie de pleine conscience ( mindfulness ) est une TCC indiquée dans la prise en charge de la récidive (ré-currence) d un EDC.	
poids	1	-9.223372036854776E14	1	Il est recommandé de prendre en compte les éléments suivants pour le choix d un antidé-presseur, dans le cadre de l alliance thérapeutique :   le respect des contre-indications, notamment :  les comorbidités somatiques,  les interactions médicamenteuses ;   le risque de létalité lors d un surdosage ;   le profil des effets indésirables attendus de l antidépresseur (ex: sédation, prise de poids, effets indésirables anticholinergiques) ;   l utilisation thérapeutique d effets latéraux (ex: recherche d une stimulation ou d une sé-dation) ;   la réponse antérieure à un traitement par antidépresseur du patient ou, le cas échéant, de sa famille ;   la maniabilité de l antidépresseur – le plus simple à prescrire à dose efficace ;   le coût2.5.2 Suivi et arrêt du traitement.	
polymédication	1	-9.223372036854776E14	1	Dans le cas d une polymédication, si un ISRS est l option de traitement retenue, celui-ci doit être à un faible risque d interaction médicamenteuse.	
population	1	-9.223372036854776E14	1	Les objectifs de cette recommandation, la population et les professionnels concernés par sa mise en uvre sont brièvement présentés en dernière page (fiche descriptive) et détaillés dans l argumentaire scientifique.	
position	0	-9.223372036854776E14	3	Les recommandations de bonne pratique (RBP) sont définies dans le champ de la santé comme des propositions développées méthodiquement pour aider le praticien et le patient à rechercher les soins les plus appropriés dans des circonstances cliniques données.	Si l'hospitalisation est refusée, il est recommandé de recourir aux dispositions légales relatives aux droits et à la protection des personnes faisant l objet de soins psychiatriques et aux modalités de leur prise en charge92.	Il est recommandé de rechercher un EDC, aussi bien en période anténatale que post-natale, chez la femme enceinte mais également le père, voire toute personne en position parentale.	
position parentale	0	-9.223372036854776E14	1	Il est recommandé de rechercher un EDC, aussi bien en période anténatale que post-natale, chez la femme enceinte mais également le père, voire toute personne en position parentale.	
posologie	0	-9.223372036854776E14	3	L efficacité de la prise en charge sera évaluée après 4 à 8 semaines :   en cas de rémission complète, il recommandé de poursuivre le traitement antidépresseur éventuel 6 mois à 1 an après la rémission et poursuivre la psychothérapie éventuellement engagée ;   en cas de rémission partielle, il est recommandé de poursuivre la psychothérapie et d augmenter la posologie ou changer le traitement antidépresseur éventuel ;   en cas de persistance ou d aggravation des symptômes, il est recommandé de réévaluer le diagnostic et d envisager un EDC d intensité sévère► EDC d intensité sévère.	En cas de réponse insuffisante, il est recommandé d augmenter la posologie de l antidépresseur (dose efficace) ou de changer d antidépresseur.	La diminution des posologies pour éviter chez le nouveau-né les effets anticholinergiques (cognitifs, cardiaques et digestifs) des antidépresseurs imipraminiques à fortes doses et le syndrome d arrêt des antidépresseurs, est à mettre en balance avec les risques de rechute ou de récidive chez la mère.	
posologie de l antidépresseur	1	-9.223372036854776E14	1	En cas de réponse insuffisante, il est recommandé d augmenter la posologie de l antidépresseur (dose efficace) ou de changer d antidépresseur.	
posologies	0	-9.223372036854776E14	1	La diminution des posologies pour éviter chez le nouveau-né les effets anticholinergiques (cognitifs, cardiaques et digestifs) des antidépresseurs imipraminiques à fortes doses et le syndrome d arrêt des antidépresseurs, est à mettre en balance avec les risques de rechute ou de récidive chez la mère.	
potentiel	1	-9.223372036854776E14	1	Il est recommandé d envisager une hospitalisation soit d emblée, soit au cours de l évolution, devant les situations suivantes :   patient avec un scénario suicidaire construit imminent ;   patient avec un risque immédiat d'automutilation ;   patient avec un potentiel de violence ;   certaines formes sévères de dépression, en cas de symptômes psychotiques ou somatiques sévères associés ;   présence d une forte agitation anxieuse avec manque de contrôle émotionnel ou impulsivité ;   sevrage de substance psychoactive ;   à chaque fois qu une situation particulière l exige.	
potentiel de violence	1	-9.223372036854776E14	1	Il est recommandé d envisager une hospitalisation soit d emblée, soit au cours de l évolution, devant les situations suivantes :   patient avec un scénario suicidaire construit imminent ;   patient avec un risque immédiat d'automutilation ;   patient avec un potentiel de violence ;   certaines formes sévères de dépression, en cas de symptômes psychotiques ou somatiques sévères associés ;   présence d une forte agitation anxieuse avec manque de contrôle émotionnel ou impulsivité ;   sevrage de substance psychoactive ;   à chaque fois qu une situation particulière l exige.	
praticien	1	-9.223372036854776E14	1	Les recommandations de bonne pratique (RBP) sont définies dans le champ de la santé comme des propositions développées méthodiquement pour aider le praticien et le patient à rechercher les soins les plus appropriés dans des circonstances cliniques données.	
pratique	0	-9.223372036854776E14	9	Méthode Recommandations pour la pratique clinique.	Les recommandations de bonne pratique (RBP) sont définies dans le champ de la santé comme des propositions développées méthodiquement pour aider le praticien et le patient à rechercher les soins les plus appropriés dans des circonstances cliniques données.	Cette recommandation de bonne pratique a été élaborée selon la méthode résumée dans l argumentaire scientifique et décrite dans le guide méthodologique de la HAS disponible sur son site :.	Élaboration de recommandations de bonne pratique – Méthode Recommandations pour la pratique cli-nique.	RBP Recommandations de bonne pratique.	Le projet d actualisation de la recommandation de bonne pratique Prise en charge d un épisode dépressif isolé de l adulte en ambulatoire , publiée par l Anaes en 2002, est une autosaisine de la.	Les objectifs d amélioration de la pratique sont :   mieux identifier les patients atteints d un épisode dépressif caractérisé isolé1 ;   prévenir le risque suicidaire et obtenir un impact positif sur les souffrances psychiques des patients ayant un épisode dépressif caractérisé ;   améliorer la qualité de vie et le handicap des patients atteints d un épisode dépressif caractérisé au travers de stratégies de prise en charge qui précisent la place des différents moyens thérapeutiques.	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.	Il est recommandé de prodiguer des conseils de mode de vie après avoir établi une alliance thérapeutique :   respecter le rythme nycthéméral ;   pratiquer une activité physique régulière ;   éviter la consommation d alcool et autres substances toxiques ;   encourager une activité sociale régulière ;   poursuivre les activités habituellement intéressantes ou plaisantes2.3 Stratégie de prise en charge thérapeutique 2.3.1 Principes généraux.
pratique cli-nique	1	-9.223372036854776E14	1	Élaboration de recommandations de bonne pratique – Méthode Recommandations pour la pratique cli-nique.	
pratique clinique	1	-9.223372036854776E14	1	Méthode Recommandations pour la pratique clinique.	
pratique prise	1	-9.223372036854776E14	1	Le projet d actualisation de la recommandation de bonne pratique Prise en charge d un épisode dépressif isolé de l adulte en ambulatoire , publiée par l Anaes en 2002, est une autosaisine de la.	
pratique prise en charge	1	-9.223372036854776E14	1	Le projet d actualisation de la recommandation de bonne pratique Prise en charge d un épisode dépressif isolé de l adulte en ambulatoire , publiée par l Anaes en 2002, est une autosaisine de la.	
pratiques	0	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
pratiques spécifiques	1	-9.223372036854776E14	1	Bien que ce common.document ne détaille pas leurs pratiques spécifiques, cette recommandation peut également être utile à tous professionnels de santé et travailleurs sociaux (assistantes sociales, etc.) concernés par le thème, notamment dans la mesure où ils participent à la mise en uvre des traitements non médicamenteux, à l éducation thérapeutique du patient et au maintien de ses activités sociales et professionnelles1 Cfparagraphe 1.2 Diagnostic différentiel.
premiers recours	0	-9.223372036854776E14	1	Cette recommandation est principalement destinée aux médecins généralistes, médecins gériatres, médecins du travail et autres professionnels de santé de premiers recours.	
première consultation	1	-9.223372036854776E14	1	Après évaluation, un traitement antidépresseur peut être prescrit dès la première consultation si l intensité du tableau clinique le nécessite.	
première intention	1	-9.223372036854776E14	2	Il est recommandé de réaliser en première intention une psychothérapie de soutien.	En raison de leur meilleure tolérance, il est recommandé de prescrire en première intention pour un épisode dépressif modéré à sévère : un ISRS, un IRSN, ou un médicament de la classe des autres antidépresseurs , à l exception de la tianeptine et de l agomélatine.	
